iter	Logloss
0	0.5115823022
1	0.3908524072
2	0.3047621875
3	0.2417107019
4	0.1886530247
5	0.1487852841
6	0.1182715393
7	0.09565690901
8	0.08065024975
9	0.06938211445
10	0.05780726301
11	0.04944802522
12	0.04171281068
13	0.03552525097
14	0.03207856733
15	0.02907804451
16	0.02706829994
17	0.02500917275
18	0.02352057116
19	0.02236706115
20	0.02130478696
21	0.02049550788
22	0.01976036299
23	0.01925429273
24	0.01873302619
25	0.01837226072
26	0.01801546002
27	0.01798356368
28	0.01796220985
29	0.01786533836
30	0.01741160623
31	0.01732535927
32	0.01725773242
33	0.01720327688
34	0.01712686071
35	0.01705708923
36	0.0170028266
37	0.0169239201
38	0.01666377204
39	0.01660302295
40	0.01653531512
41	0.01646149402
42	0.01643339067
43	0.01638106608
44	0.01623664388
45	0.01622225731
46	0.01617465295
47	0.01610466432
48	0.01609258757
49	0.01603262392
50	0.01602241677
51	0.01593293131
52	0.01591358088
53	0.01589547123
54	0.01584771409
55	0.01579850883
56	0.01578460826
57	0.01573302339
58	0.01569418676
59	0.01564646428
60	0.01560058534
61	0.01523707655
62	0.01520881713
63	0.01517499436
64	0.01515752337
65	0.01514519535
66	0.01509462129
67	0.01508411827
68	0.01504687439
69	0.0150016761
70	0.01499100613
71	0.01493604014
72	0.01491349144
73	0.01489851638
74	0.01488173488
75	0.01485850661
76	0.01483034702
77	0.01477523013
78	0.01466293263
79	0.01463896858
80	0.01462184505
81	0.01459853942
82	0.01453316065
83	0.01450843479
84	0.01449234701
85	0.0144488694
86	0.0144330012
87	0.01441311932
88	0.0144131152
89	0.01437604889
90	0.01435477396
91	0.01431368384
92	0.01428519261
93	0.01425162172
94	0.01422400051
95	0.014131185
96	0.01410392869
97	0.01408386247
98	0.01406892672
99	0.01402789867
100	0.01399876741
101	0.01399878495
102	0.01398499761
103	0.01395366681
104	0.0139331653
105	0.01382266874
106	0.01378943959
107	0.01376528043
108	0.01373599618
109	0.01372318239
110	0.01348145642
111	0.01345079395
112	0.0134144579
113	0.01336754427
114	0.01336741226
115	0.01334179046
116	0.01331982861
117	0.01328704971
118	0.01326065898
119	0.01321803738
120	0.01321484938
121	0.01318290176
122	0.01314590275
123	0.0131228426
124	0.01310075403
125	0.01305066697
126	0.01303336495
127	0.01301248992
128	0.01297698256
129	0.0129591949
130	0.01293394224
131	0.01291136359
132	0.01287963889
133	0.01286889061
134	0.01285378349
135	0.01281771194
136	0.01280941615
137	0.01280941493
138	0.01278330394
139	0.01275072439
140	0.01272028688
141	0.01266428759
142	0.0126639627
143	0.01265554181
144	0.01265548781
145	0.01262715737
146	0.01259171707
147	0.01257316774
148	0.01243963769
149	0.01240323937
150	0.01229384592
151	0.01228772041
152	0.01227680798
153	0.01227680798
154	0.01226710656
155	0.01226559801
156	0.01225709087
157	0.01223896318
158	0.01221291965
159	0.01221187639
160	0.01219475121
161	0.01216937984
162	0.01214412339
163	0.0121412237
164	0.01211788543
165	0.01210810597
166	0.0120996137
167	0.01208897791
168	0.0120491494
169	0.01202612239
170	0.01201434976
171	0.01199192728
172	0.01196079723
173	0.0118524189
174	0.01181661615
175	0.0118087806
176	0.01176911756
177	0.01176091529
178	0.01173822763
179	0.01171792541
180	0.01170963769
181	0.01167101998
182	0.01166558407
183	0.0116354003
184	0.01160934879
185	0.01160172609
186	0.01159742921
187	0.01157891708
188	0.01156535522
189	0.0115579316
190	0.01155063005
191	0.01152832218
192	0.01150336471
193	0.01147724427
194	0.01145990539
195	0.01145968599
196	0.01143902602
197	0.0114094018
198	0.01138520579
199	0.01136518078
200	0.0113438048
201	0.01131843953
202	0.0113134893
203	0.01131350791
204	0.01129412874
205	0.01127519183
206	0.01125414514
207	0.01123675665
208	0.01123668023
209	0.01120671577
210	0.01118902081
211	0.01116605735
212	0.0111590773
213	0.01111225665
214	0.01110582043
215	0.01107855086
216	0.01105743156
217	0.01103945916
218	0.0110162893
219	0.01100350827
220	0.01099728261
221	0.01098859451
222	0.01098854834
223	0.01097061662
224	0.0109625716
225	0.01094364587
226	0.01094340919
227	0.01094318672
228	0.01090319866
229	0.01090322826
230	0.01089720291
231	0.01087239913
232	0.01085311605
233	0.01084736695
234	0.01084729618
235	0.01084718983
236	0.0108393314
237	0.01080862635
238	0.01079625435
239	0.01079066589
240	0.01079066929
241	0.01077109674
242	0.01073659616
243	0.01072892088
244	0.01070096549
245	0.01069587381
246	0.01068813936
247	0.01067052233
248	0.01066577838
249	0.01063747294
250	0.01063439787
251	0.01061454155
252	0.01059708042
253	0.01058097949
254	0.01056780237
255	0.01053634549
256	0.01053208172
257	0.01051702014
258	0.01051174161
259	0.01049391525
260	0.01047440465
261	0.01047441581
262	0.01046954026
263	0.01046751979
264	0.0104675147
265	0.01043638215
266	0.01042580127
267	0.0104257626
268	0.01041050017
269	0.01040113726
270	0.01039385422
271	0.01039385422
272	0.01037769854
273	0.0103562264
274	0.01034908191
275	0.01033012021
276	0.010323203
277	0.01031935257
278	0.01029020685
279	0.01028345559
280	0.01026998578
281	0.01025018814
282	0.01022607924
283	0.0102096586
284	0.01019212249
285	0.01018937395
286	0.01017955087
287	0.01015646132
288	0.01014991859
289	0.0101395996
290	0.01011187967
291	0.01011189556
292	0.01008697754
293	0.01006478822
294	0.01005194442
295	0.01004869736
296	0.01004599818
297	0.01003267617
298	0.01002034852
299	0.009997448608
300	0.009997398023
301	0.00999737009
302	0.00999737009
303	0.009976033301
304	0.009879892472
305	0.009871391787
306	0.009865543259
307	0.009859966435
308	0.009838012027
309	0.009826748739
310	0.009826740792
311	0.009803852106
312	0.009795177417
313	0.009766110465
314	0.009752176348
315	0.009731230456
316	0.009703596313
317	0.009689854983
318	0.009689844254
319	0.009657275466
320	0.009657190005
321	0.00965209109
322	0.009645545035
323	0.009644377469
324	0.009633492237
325	0.009633490304
326	0.009603741231
327	0.009600678089
328	0.009590449038
329	0.009590438248
330	0.009577431683
331	0.009503916088
332	0.00944307254
333	0.009443030252
334	0.009441251882
335	0.009424901944
336	0.00941045556
337	0.009396907853
338	0.00938146879
339	0.009368263605
340	0.009368243247
341	0.009358205267
342	0.009357137867
343	0.009342029291
344	0.009324338469
345	0.009324333038
346	0.009306949947
347	0.009248965092
348	0.009235709234
349	0.009228959151
350	0.009225829764
351	0.009212948279
352	0.009198684129
353	0.009198652492
354	0.009181797501
355	0.00915461375
356	0.009126277062
357	0.009113788048
358	0.009108998657
359	0.009108966253
360	0.009084621109
361	0.009073248679
362	0.009046957709
363	0.009034515272
364	0.00903447867
365	0.009034463037
366	0.009024051073
367	0.009024051073
368	0.00891237581
369	0.008901117381
370	0.008901117381
